User_ID,Books_ID
zzfa,000116039001
zzfa,000116039001
zzfa,000116704001
zzfa,000134041001
zzfa,000134041001
zzfa,000134238001
zzfa,000134238001
zzfa,000134698001
zzfa,000134698001
zzff,000022954001
zzff,000118805001
zzff,000131081001
zzffrzlcl,000112738001
zzffrmapa,000134063001
zzffrmapa,000134668001
zzfr,000108080001
zzrz,000113712001
zzrz,000132228001
zm,000118212001
zm,000119500001
zm,000119504001
zm,000119503001
zm,000119412001
zm,000134136001
zmz,000101591001
zmz,000101658001
zmz,000108537001
zmz,000108231001
zmz,000108232001
zmz,000108241001
zmz,000108646001
zmz,000108654001
zmz,000108743001
zmz,000101883001
zmz,000108852001
zmz,000109135001
zmz,000109246001
zmz,000109250001
zmz,000109251001
zmz,000109708001
zmz,000111986001
zmz,000113017001
zmz,000113526001
zmz,000113975001
zmz,000113987001
zmz,000113908001
zmz,000114042001
zmz,000114043001
zmz,000115436001
zmz,000115437001
zmz,000115433001
zmz,000115430001
zmz,000108669001
zmz,000115642001
zmz,000108663001
zmz,000108685001
zmz,000115660001
zmz,000115777001
zmz,000115803001
zmz,000115796001
zmz,000115815001
zmz,000115790001
zmz,000115821001
zmz,000116072001
zmz,000116116001
zmz,000117567001
zmz,000117620001
zmz,000117814001
zmz,000117846001
zmz,000117847001
zmz,000117848001
zmz,000118191001
zmz,000118213001
zmz,000118624001
zmz,000118641001
zmz,000118661001
zmz,000079303001
zmz,000079309001
zmz,000079312001
zmz,000079301001
zmz,000075864001
zmz,000079000001
zmz,000076519001
zmz,000078364001
zmz,000075915001
zmz,000076518001
zmz,000077195001
zmz,000107997001
zmz,000107995001
zmz,000107999001
zmz,000108102001
zmz,000126510001
zmz,000126648001
zmz,000126518001
zmz,000126637001
zmz,000126789001
zmz,000126790001
zmz,000126791001
zmz,000126710001
zmz,000126712001
zmz,000126707001
zmz,000126709001
zmz,000126689001
zmz,000126711001
zmz,000119524001
zmz,000119409001
zmz,000119405001
zmz,000119407001
zmz,000119522001
zmz,000119520001
zmz,000119923001
zmz,000119921001
zmz,000119912001
zmz,000119909001
zmz,000119922001
zmz,000119905001
zmz,000119925001
zmz,000119926001
zmz,000119929001
zmz,000119936001
zmz,000119975001
zmz,000119952001
zmz,000119939001
zmz,000119933001
zmz,000119960001
zmz,000127146001
zmz,000127575001
zmz,000127566001
zmz,000127557001
zmz,000127680001
zmz,000127634001
zmz,000127629001
zmz,000127624001
zmz,000126621001
zmz,000126614001
zmz,000127635001
zmz,000127628001
zmz,000127682001
zmz,000126620001
zmz,000127654001
zmz,000127678001
zmz,000119254001
zmz,000127690001
zmz,000131052001
zmz,000131054001
zmz,000127997001
zmz,000127768001
zmz,000131096001
zmz,000131097001
zmz,000131294001
zmz,000131296001
zmz,000131483001
zmz,000131490001
zmz,000131491001
zmz,000131362001
zmz,000131899001
zmz,000131895001
zmz,000131897001
zmz,000131994001
zmz,000131995001
zmz,000131990001
zmz,000131992001
zmz,000131991001
zmz,000131993001
zmz,000131860001
zmz,000131881001
zmz,000132313001
zmz,000132314001
zmz,000131853001
zmz,000131855001
zmz,000132760001
zmz,000132845001
zmz,000132864001
zmz,000132869001
zmz,000132883001
zmz,000134107001
zmz,000134118001
zmz,000134223001
zmz,000134225001
zmz,000134213001
zmz,000134224001
zmz,000134130001
zmz,000134669001
zmz,000134673001
zmz,000134683001
zmz,000134678001
zmz,000134677001
zmz,000134729001
zmz,000135581001
zmz,000135647001
zmz,000135645001
zmz,000135723001
zmz,000137353001
zmz,000137149001
zmz,000137344001
zmz,000137349001
zmz,000137252001
zmz,000137383001
zma,000134098001
zmak,000117282001
zmaa,000104790001
zmaa,000104790001
zmaa,000113549001
zmaa,000113549001
zmaa,000131815001
zmaa,000135588001
zmaa,000136971001
zmaa,000136918001
zmaa,000137954001
zmal,000127012001
zmal,000138107001
zmap,000135574001
zmlk,000135032001
zmlk,000135037001
zmpp,000109990001
zmpp,000111352001
zmpp,000113994001
zmpp,000113757001
zmpf,000111527001
zmfr,000119360001
zmfr,000119367001
zmfy,000119359001
zmfy,000119364001
zmrz,000127725001
zmrm,000109980001
zmrm,000115776001
zmrm,000118642001
zmrm,000118964001
zmrm,000111894001
zmrm,000131376001
zmrm,000134279001
zmrm,000135608001
zmrm,000135957001
zmrm,000138867001
zmrm,000138875001
zmrk,000111017001
zmrk,000134142001
zmra,000138309001
zmrp,000109027001
zmrp,000111433001
zmrp,000119488001
zmrp,000136465001
zmrf,000132779001
zmrr,000101850001
zmrr,000113473001
zmrr,000118189001
zmrr,000118876001
zmrr,000127850001
zmrr,000134838001
zmrr,000136938001
zmrr,000138777001
zmyc,000104236001
zmyc,000113255001
zmyc,000116050001
zmyc,000131876001
zmyc,000133504001
zmyc,000133412001
zmyc,000134160001
zmyf,000106020001
zmyf,000106579001
zmyf,000104655001
zmyy,000104237001
zmyy,000109996001
zmyy,000118514001
zmyy,000132310001
zk,000103677001
zk,000118293001
zk,000131079001
zk,000133119001
zkza,000112069001
zkkf,000116299001
zkkf,000133361001
zkky,000113650001
zkky,000132804001
zkky,000133638001
zkky,000137417001
zkky,000138289001
zkaz,000113149001
zkaz,000113149001
zkam,000084681001
zkpm,000117580001
zkpm,000117581001
zkf,000109151001
zkf,000109154001
zkf,000111221001
zkf,000113653001
zkf,000127735001
zkf,000132348001
zkf,000132358001
zkf,000133360001
zkfc,000116507001
zaz,000104810001
zaz,000131550001
zaml,000132665001
zafk,000111338001
zafk,000111339001
zl,000101582001
zl,000100997001
zl,000101649001
zl,000103573001
zl,000104286001
zl,000104575001
zl,000104700001
zl,000104700001
zl,000104700001
zl,000104700001
zl,000104709001
zl,000104710001
zl,000104710001
zl,000104710001
zl,000104710001
zl,000104739001
zl,000104713001
zl,000104759001
zl,000104761001
zl,000104846001
zl,000104846001
zl,000104858001
zl,000104809001
zl,000104875001
zl,000108114001
zl,000108235001
zl,000101903001
zl,000101904001
zl,000101914001
zl,000108902001
zl,000108905001
zl,000108911001
zl,000108913001
zl,000108913001
zl,000108913001
zl,000108928001
zl,000108929001
zl,000108946001
zl,000109142001
zl,000109143001
zl,000109209001
zl,000101971001
zl,000109317001
zl,000109346001
zl,000109469001
zl,000109573001
zl,000109573001
zl,000109573001
zl,000109579001
zl,000109579001
zl,000109372001
zl,000109398001
zl,000109398001
zl,000109867001
zl,000109873001
zl,000109878001
zl,000109883001
zl,000109637001
zl,000109890001
zl,000111016001
zl,000111016001
zl,000111137001
zl,000111137001
zl,000111193001
zl,000111198001
zl,000111198001
zl,000111310001
zl,000111396001
zl,000111632001
zl,000111649001
zl,000111649001
zl,000111657001
zl,000111941001
zl,000111956001
zl,000111956001
zl,000112523001
zl,000113471001
zl,000113474001
zl,000113511001
zl,000113511001
zl,000113659001
zl,000113650001
zl,000112081001
zl,000113725001
zl,000114063001
zl,000115162001
zl,000108672001
zl,000115638001
zl,000108677001
zl,000115716001
zl,000115717001
zl,000115770001
zl,000115758001
zl,000116075001
zl,000116075001
zl,000116100001
zl,000116795001
zl,000116803001
zl,000116793001
zl,000117635001
zl,000117640001
zl,000117452001
zl,000117641001
zl,000117624001
zl,000117465001
zl,000117465001
zl,000117465001
zl,000117588001
zl,000117617001
zl,000117946001
zl,000117947001
zl,000117948001
zl,000118371001
zl,000118378001
zl,000118378001
zl,000118289001
zl,000118538001
zl,000118579001
zl,000118699001
zl,000118691001
zl,000098033001
zl,000088000001
zl,000089552001
zl,000118891001
zl,000118889001
zl,000079305001
zl,000107935001
zl,000126147001
zl,000126121001
zl,000126084001
zl,000126223001
zl,000126071001
zl,000126316001
zl,000126513001
zl,000126786001
zl,000126787001
zl,000126890001
zl,000126746001
zl,000126886001
zl,000126747001
zl,000126831001
zl,000126744001
zl,000119402001
zl,000119402001
zl,000119931001
zl,000119940001
zl,000119956001
zl,000127107001
zl,000127106001
zl,000127285001
zl,000127134001
zl,000127139001
zl,000127287001
zl,000127138001
zl,000127189001
zl,000127434001
zl,000127434001
zl,000127464001
zl,000127473001
zl,000127468001
zl,000127468001
zl,000127479001
zl,000127639001
zl,000127639001
zl,000127737001
zl,000127738001
zl,000127731001
zl,000127742001
zl,000131065001
zl,000127770001
zl,000131098001
zl,000131374001
zl,000131492001
zl,000131693001
zl,000132817001
zl,000132818001
zl,000132819001
zl,000132809001
zl,000132810001
zl,000132844001
zl,000132833001
zl,000132777001
zl,000132873001
zl,000133133001
zl,000133132001
zl,000132946001
zl,000132946001
zl,000132952001
zl,000132957001
zl,000133724001
zl,000133723001
zl,000133815001
zl,000133813001
zl,000134095001
zl,000134025001
zl,000134273001
zl,000134418001
zl,000134421001
zl,000134628001
zl,000134705001
zl,000134705001
zl,000134695001
zl,000135446001
zl,000135792001
zl,000136147001
zl,000136159001
zl,000136156001
zl,000136162001
zl,000136152001
zl,000136163001
zl,000136139001
zl,000136144001
zl,000136164001
zl,000136153001
zl,000136375001
zl,000136553001
zl,000136510001
zl,000136481001
zl,000136537001
zl,000136479001
zl,000136538001
zl,000136490001
zl,000136768001
zl,000136981001
zl,000137111001
zl,000137394001
zl,000137420001
zl,000137409001
zl,000137415001
zl,000137443001
zl,000137449001
zl,000137442001
zl,000137646001
zl,000137999001
zl,000137949001
zl,000138091001
zl,000138092001
zl,000138121001
zl,000138114001
zl,000138119001
zl,000138120001
zl,000138441001
zlk,000104717001
zlk,000104719001
zlk,000118211001
zlk,000134929001
zlk,000137381001
zlk,000137840001
zll,000118620001
zll,000134132001
zll,000134132001
zll,000134763001
zll,000134766001
zp,000109889001
zp,000111214001
zpl,000111272001
zpl,000112992001
zpp,000113653001
zpp,000112075001
zpp,000116800001
zpp,000117464001
zpp,000117463001
zpp,000126056001
zpp,000127735001
zpp,000132346001
zpp,000132953001
zpp,000134047001
zpp,000134206001
zf,000104414001
zf,000104414001
zf,000108420001
zf,000109027001
zf,000113284001
zf,000118585001
zf,000131489001
zf,000131525001
zf,000131498001
zfl,000116651001
zfl,000118226001
zff,000118946001
zff,000132934001
zy,000101627001
zy,000103721001
zy,000104362001
zy,000104363001
zy,000104491001
zy,000111598001
zy,000115814001
zyf,000119800001
zyf,000119886001
mcz,000103449001
mcz,000103449001
mcz,000111370001
mcz,000118197001
mca,000103355001
mca,000100994001
mca,000101659001
mca,000103573001
mca,000103458001
mca,000103981001
mca,000101692001
mca,000104450001
mca,000134855001
mca,000134855001
mca,000134855001
mca,000107384001
mca,000104861001
mca,000108165001
mca,000108165001
mca,000109146001
mca,000109876001
mca,000109880001
mca,000109989001
mca,000109995001
mca,000111222001
mca,000111270001
mca,000111284001
mca,000111389001
mca,000111389001
mca,000111490001
mca,000111589001
mca,000113136001
mca,000112732001
mca,000113530001
mca,000115752001
mca,000117406001
mca,000117946001
mca,000117947001
mca,000117948001
mca,000118111001
mca,000118111001
mca,000126056001
mca,000127137001
mca,000127642001
mca,000127710001
mca,000132347001
mca,000132241001
mca,000134173001
mca,000134663001
mca,000135159001
mca,000135089001
mca,000135572001
mca,000135752001
mca,000135752001
mca,000136774001
mca,000136774001
mca,000139135001
mzc,000111546001
mzczccmaa,000101557001
mzczccmaa,000103580001
mzczccmaa,000104586001
mzczccmaa,000104586001
mzczccmaa,000104744001
mzczccmaa,000104841001
mzczccmaa,000101715001
mzczccmaa,000101716001
mzczccmaa,000108841001
mzczccmaa,000109151001
mzczczcra,000104374001
mzczczcra,000109619001
mzczczcra,000111302001
mzczcmacp,000108552001
mzczcmacp,000111183001
mzczcmfpk,000072937001
mzczcmrla,000104012001
mzczcmrla,000104426001
mzczcmrla,000101981001
mzczcmrla,000101981001
mzczcmrla,000072940001
mzczcmrla,000073084001
mzczcmrla,000135593001
mzczzzmzr,000104680001
mzczzzmzr,000111991001
mzczzzmzr,000111991001
mzczzzmzr,000136348001
mzczzzyfp,000117432001
mzczzzyfp,000133568001
mzczzzyfp,000133568001
mzczzzyfp,000118853001
mzczzzyfp,000126641001
mzczzmkam,000104332001
mzczzmkam,000119492001
mzczzmafm,000104301001
mzczzmafm,000104444001
mzczzmafm,000108092001
mzczzmafm,000101860001
mzczzmafm,000111283001
mzczzmafm,000111716001
mzczzmafm,000118475001
mzczzmafm,000132253001
mzczzmafm,000132258001
mzczzmafm,000132613001
mzczzmafm,000132613001
mzczzmafm,000137522001
mzczzmafm,000137628001
mzczzmayk,000103568001
mzczzmayk,000109240001
mzczzmayk,000118261001
mzczzmayk,000118982001
mzczzmayk,000126886001
mzczzmayk,000119981001
mzczzmayk,000127663001
mzczzmayk,000131255001
mzczzmayk,000126869001
mzczzmayk,000132603001
mzczzmayk,000136682001
mzczmclpp,000104904001
mzczmclpp,000104904001
mzczmcpyk,000104765001
mzczmcpyk,000101987001
mzczmcpyk,000111137001
mzczmcpyk,000111772001
mzczmcpyy,000118966001
mzczmcpyy,000126935001
mzczmcpyy,000126935001
mzczmzfly,000111137001
mzczmkmzy,000126031001
mzcmkmczc,000103363001
mzcmkmczc,000103363001
mzcmkmczc,000103363001
mzcmrmfrl,000103660001
mzcmrmfrl,000103660001
mzcmrmfrl,000104680001
mzcmrmfrl,000104680001
mzcmrmfrl,000116636001
mzcmrmfrl,000127638001
mzz,000115751001
mzzllcpay,000108223001
mzzllcpay,000127753001
mzzllcpay,000134388001
mzzllcyky,000116414001
mzzllzfkz,000103461001
mzzllzfkz,000103700001
mzzllzfkz,000103705001
mzzllzfkz,000103708001
mzzllzfkz,000101859001
mzzllzfkz,000109396001
mzzllzfkz,000109636001
mzzllzfkz,000109636001
mzzllzfkz,000109970001
mzzllzfkz,000109909001
mzzllzfkz,000111392001
mzzllzfkz,000111392001
mzzllzfkz,000111800001
mzzllzfkz,000113168001
mzzllzfkz,000113663001
mzzllzfkz,000113648001
mzzllzfkz,000115822001
mzzllzfkz,000007458001
mzzllzfkz,000117270001
mzzllzfkz,000117274001
mzzllzfkz,000117629001
mzzllzfkz,000117454001
mzzllzfkz,000118229001
mzzllzfkz,000118668001
mzzllzfkz,000118935001
mzzllzfkz,000119488001
mzzllzfkz,000127229001
mzzllzfkz,000131217001
mzzllzfkz,000132867001
mzzllzfkz,000133073001
mzzllzfkz,000133131001
mzzllzfkz,000133690001
mzzllzfkz,000134204001
mzzllzfkz,000134136001
mzzllzfkz,000135707001
mzzllzfkz,000135664001
mzzllzfkz,000135925001
mzzllzfkz,000135925001
mzzllzfkz,000136143001
mzzllzrfz,000101544001
mzzllzrfz,000101574001
mzzllzrfz,000103457001
mzzllzrfz,000103461001
mzzllzrfz,000103700001
mzzllzrfz,000104864001
mzzllzrfz,000109126001
mzzllzrfz,000109152001
mzzllzrfz,000109152001
mzzllzrfz,000109440001
mzzllzrfz,000109474001
mzzllzrfz,000111662001
mzzllzrfz,000116059001
mzzllzrfz,000116059001
mzzllzylz,000132604001
mzzllmrfc,000104199001
mzzllmrfc,000104418001
mzzllmrfc,000104579001
mzzllmrfc,000108464001
mzzllmrfc,000108849001
mzzllmrfc,000109220001
mzzllmrfc,000109573001
mzzllmrfc,000109585001
mzzllmrfc,000113725001
mzzllmrfc,000112107001
mzzllmrfc,000116211001
mzzllmrfc,000117871001
mzzllmrfc,000107939001
mzzllmrfc,000126342001
mzzllmrfc,000131847001
mzzllmrfc,000132778001
mzzllmrfc,000132778001
mzzllmrfc,000133780001
mzzllmrfc,000133921001
mzzllmrfc,000138071001
mzzlpzzkf,000108481001
mzzlpzzkf,000108207001
mzzlpzzkf,000109054001
mzzlpzzkf,000109080001
mzzlpzzkf,000109552001
mzzlpzzkf,000111311001
mzzlpzzkf,000095302001
mzzlpzzkf,000095303001
mzzlpzzkf,000126632001
mzzlpzzkf,000119976001
mzzlpzzkf,000133901001
mzzlpzzkf,000133817001
mzzlpzzkf,000137666001
mzzlpmzzc,000111825001
mzzlrccay,000104339001
mzzlrccay,000103568001
mzzlrccay,000107910001
mzzlrccay,000114063001
mzzlrccay,000116272001
mzzlrccay,000118728001
mzzlrccay,000119457001
mzzlrccay,000131384001
mzzlrzcap,000111556001
mzzlrzcap,000113708001
mzzlrzcap,000131823001
mzzlrzcap,000136108001
mzzlrzclc,000108850001
mzzlrzclc,000111403001
mzzlrzclc,000115649001
mzzlrzclc,000116314001
mzzlrzzfl,000103363001
mzzlrzzfl,000109918001
mzzlrzzfl,000109923001
mzzlrzzfl,000113706001
mzzlrzkrl,000104001001
mzzlrzkrl,000109581001
mzzlrzkrl,000111172001
mzzlyccrl,000112313001
mzzlyccrl,000118183001
mzzlyccrl,000127669001
mzzlyccrl,000127747001
mzzlyccrl,000131376001
mzzlyccrl,000131863001
mzzlyccrl,000134419001
mzzlycylc,000104863001
mzzlycylc,000109537001
mzzlycylc,000109648001
mzzlycylc,000109903001
mzzlycylc,000112037001
mzzlycylc,000112042001
mzzlycylc,000117403001
mzzlycylc,000118725001
mzzlycylc,000126995001
mzzlycylc,000136147001
mzzlycylc,000136132001
mzzlycyfk,000104339001
mzzlycyfk,000104643001
mzzlyzzkz,000104548001
mzzlyzlcf,000103705001
mzzlyzlcf,000104013001
mzzlyzlcf,000104863001
mzzlyzlcf,000108981001
mzzlyzlcf,000108981001
mzzlyzlcf,000109579001
mzzlyzlcf,000109579001
mzzlyzlcf,000109579001
mzzlyzlcf,000109978001
mzzlyzlcf,000109978001
mzzlyzlcf,000111170001
mzzlyzlcf,000111170001
mzzlyzlcf,000112067001
mzzlyzlcf,000112067001
mzzlyzlcf,000112067001
mzzlyzlcf,000112067001
mzzlyzlcf,000118744001
mzzlyzlcf,000127465001
mzzlyzlcf,000127663001
mzzlyzlcf,000133555001
mzzlyzlcf,000133487001
mzzlymmmf,000113687001
mzzlymkkp,000109351001
mzzlymkkp,000109351001
mzzlymkkp,000109508001
mzzlymkkp,000109942001
mzzlymkkp,000109942001
mzzlymkkp,000112743001
mzzlymkkp,000108687001
mzzlymkkp,000108681001
mzzlymkkp,000118978001
mzzlymkkp,000126275001
mzzlymkkp,000131062001
mzzlymkkp,000132257001
mzzlymkkp,000136304001
mzzlymlca,000103461001
mzzlymlca,000103708001
mzzlymlca,000103648001
mzzlymlca,000103991001
mzzlymlca,000103521001
mzzlymlca,000103521001
mzzlymlca,000103532001
mzzlymlca,000103533001
mzzlymlca,000103533001
mzzlymlca,000103556001
mzzlymlca,000104436001
mzzlymlca,000104447001
mzzlymlca,000109124001
mzzlymlca,000109343001
mzzlymlca,000109345001
mzzlymlca,000109350001
mzzlymlca,000111466001
mzzlymlca,000113032001
mzzlymlca,000113032001
mzzlymlca,000113474001
mzzlymlca,000112058001
mzzlymlca,000114029001
mzzlymlca,000114030001
mzzlymlca,000115685001
mzzlymlca,000117600001
mzzlymfaz,000104770001
mzzlymfry,000103584001
mzzlymfry,000103584001
mzzlymfry,000103713001
mzzlymfry,000104106001
mzzlymfry,000108025001
mzzlymfry,000108039001
mzzlymfry,000101996001
mzzlymfry,000109707001
mzzlymfry,000109713001
mzzlymfry,000104667001
mzzlymfry,000104667001
mzzlymfry,000111519001
mzzlymfry,000111523001
